ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город / населённый пункт;E-mail;Телефоны;Сайт;Источник контактов;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
0507004281;050701001;1020500716280;"МКОУ ""АКАЙТАЛИНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКАЙТАЛИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368219, РЕСПУБЛИКА ДАГЕСТАН, Р-Н БУЙНАКСКИЙ, С АКАЙТАЛА, УЛ. ХАЛИДА РИЗВАНОВА, ДВЛД. 12;368219;РЕСПУБЛИКА ДАГЕСТАН;;С АКАЙТАЛА;;;;;Директор;Губаханов Лабазан Алимирзаевич;;;85.14;Образование среднее общее;действующая
0534029510;053401001;1020501766361;"МКОУ ""АКБУЛАТЮРТОВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКБУЛАТЮРТОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368049, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ХАСАВЮРТОВСКИЙ, С. АКБУЛАТЮРТ, УЛ. ШКОЛЬНАЯ, ЗД. 21;368049;РЕСПУБЛИКА ДАГЕСТАН;;С. АКБУЛАТЮРТ;;;;;Исполняющий обязанности директора;Мациев Амхад Имелиевич;;;85.14;Образование среднее общее;действующая
0537004881;053701001;1080506000618;"МКОУ ""АКНАДИНСКАЯ НОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКНАДИНСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368905, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ТЛЯРАТИНСКИЙ, С АКНАДА;368905;РЕСПУБЛИКА ДАГЕСТАН;;С АКНАДА;;;;;Заведующий школы;Магомедова Мадинат Абдулаевна;;;85.11;Образование дошкольное;действующая
0516008099;051601001;1020502236292;"МКОУ ""АКНАДИНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКНАДИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368111, РЕСПУБЛИКА ДАГЕСТАН, М.Р-Н КИЗИЛЮРТОВСКИЙ, С.П. СЕЛО АКНАДА, С. АКНАДА, УЛ. ЦЕНТРАЛЬНАЯ, ЗД. 5;368111;РЕСПУБЛИКА ДАГЕСТАН;;С.П. СЕЛО АКНАДА;;;;;Временно исполняющий обязанности директора;Магомедов Гаджи Имангазалиевич;;;85.14;Образование среднее общее;действующая
0534021511;053401001;1020501766340;"МКОУ ""АКСАЙСКАЯ СОШ № 1 ИМ. З.Н.БАТЫРМУРЗАЕВА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКСАЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ИМ. З.Н. БАТЫРМУРЗАЕВА""";368031, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ХАСАВЮРТОВСКИЙ, С. АКСАЙ, УЛ. ВИНОГРАДНАЯ, Д. 1;368031;РЕСПУБЛИКА ДАГЕСТАН;;С. АКСАЙ;;;;;Директор;Гебекова Зухра Магомедовна;;;85.14;Образование среднее общее;действующая
0534011619;053401001;1020501766163;"МКОУ ""АКСАЙСКАЯ СОШ № 2 ИМ. Х.Г.МАГИДОВА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКСАЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2 ИМ. Х.Г.МАГИДОВА""";368031, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ХАСАВЮРТОВСКИЙ, С. АКСАЙ, УЛ. АЛИМПАША-САЛАВАТОВА, Д. 16;368031;РЕСПУБЛИКА ДАГЕСТАН;;С. АКСАЙ;;;;;Директор;Алибекова Кахив Калсыновна;;;85.14;Образование среднее общее;действующая
0534024826;053401001;1020501765646;"МКОУ ""АКСАЙСКАЯ ШКОЛА- ИНТЕРНАТ ИМ. М.К. САЛАВАТОВОЙ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКСАЙСКАЯ СПЕЦИАЛЬНАЯ (КОРРЕКЦИОННАЯ) ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА- ИНТЕРНАТ VIII - ВИДА ИМЕНИ САЛАВАТОВОЙ МАЙИ КАМИЛОВНЫ""";368031, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ХАСАВЮРТОВСКИЙ, С. АКСАЙ, УЛ. ИНТЕРНАТСКАЯ, Д. 1;368031;РЕСПУБЛИКА ДАГЕСТАН;;С. АКСАЙ;;;;;Директор;Кадиева Мадина Руслановна;;;85.14;Образование среднее общее;действующая
0502004432;050201001;1070521001210;"МКОУ ""АКУШИНСКАЯ СОШ №2""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКУШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""АКУШИНСКИЙ РАЙОН"".";368280, РЕСПУБЛИКА ДАГЕСТАН, Р-Н АКУШИНСКИЙ, С. АКУША, УЛ. АЛИГАДЖИ АКУШИНСКОГО, Д. 71;368280;РЕСПУБЛИКА ДАГЕСТАН;;С. АКУША;;;;;Директор;Ризванов Тагир Магомедович;;;85.14;Образование среднее общее;действующая
0502004746;050201001;1020501262770;"МКОУ ""АКУШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ИМ. С.М. КИРОВА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКУШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ИМ. С.М. КИРОВА""";368280, РЕСПУБЛИКА ДАГЕСТАН, Р-Н АКУШИНСКИЙ, С. АКУША, УЛ. АЛИГАДЖИ АКУШИНСКОГО, Д. 70;368280;РЕСПУБЛИКА ДАГЕСТАН;;С. АКУША;;;;;Директор;Магомедова Сабият Магомедовна;;;85.14;Образование среднее общее;действующая
0502005281;050201001;1030501262934;"МКОУ ""АКУШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №3""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АКУШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №3""";368280, РЕСПУБЛИКА ДАГЕСТАН, Р-Н АКУШИНСКИЙ, С. АКУША, УЛ. АЛИГАДЖИ АКУШИНСКОГО, Д. 89;368280;РЕСПУБЛИКА ДАГЕСТАН;;С. АКУША;;;;;Директор;Иманалиева Марина Магомедовна;;;85.14;Образование среднее общее;действующая
0519001937;051901001;1020501589558;"МКОУ ""АЛАДАШСКАЯ СОШ-ДЕТСКИЙ САД"" ИМ. ГЕРОЯ СОВЕТСКОГО СОЮЗА А.К. АЛИЕВА";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛАДАШСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ДЕТСКИЙ САД"" ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА АРАЗА КАЗИМАГОМЕДОВИЧА АЛИЕВА";РЕСПУБЛИКА ДАГЕСТАН, М.Р-Н КУРАХСКИЙ, С.П. СЕЛО АЛАДАШ, С. АЛАДАШ, УЛ. ШКОЛЬНАЯ, ЗД. 17;;РЕСПУБЛИКА ДАГЕСТАН;;С.П. СЕЛО АЛАДАШ;;;;;Исполняющий обязанности директора;Абдуллаева Зайнаб Набиевна;;;85.14;Образование среднее общее;действующая
0506066020;050601001;1120506000801;"МКОУ ""АЛАКСКИЙ ЛИЦЕЙ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛАКСКИЙ ЛИЦЕЙ"" МУНИЦИПАЛЬНОГО РАЙОНА ""БОТЛИХСКИЙ РАЙОН""";368974, РЕСПУБЛИКА ДАГЕСТАН, Р-Н БОТЛИХСКИЙ, С. АЛАК, УЛ. ЦЕНТРАЛЬНАЯ, Д. 71, К. 1;368974;РЕСПУБЛИКА ДАГЕСТАН;;С. АЛАК;;;;;Директор;Гаджиев Магомед Абусайгидович;;;85.14;Образование среднее общее;действующая
0532005095;053201001;1110536001696;"МКОУ ""АЛБАНСКАЯ НОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛБАНСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368422, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ТЛЯРАТИНСКИЙ, С. АЛБАНИЯ;368422;РЕСПУБЛИКА ДАГЕСТАН;;С. АЛБАНИЯ;;;;;Заведующая;Ибрагимова Алипат Шехмагомедовна;;;85.12;Образование начальное общее;действующая
0547005813;051701001;1040501098857;"МКОУ ""АЛЕКСАНДРИЙСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛЕКСАНДРИЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН";368813, РЕСПУБЛИКА ДАГЕСТАН, Р-Н КИЗЛЯРСКИЙ, С АЛЕКСАНДРИЙСКАЯ, УЛ ЛЕНИНА, ДВЛД. 30;368813;РЕСПУБЛИКА ДАГЕСТАН;;С АЛЕКСАНДРИЙСКАЯ;;;;;Директор;Новикова Евдокия Андреевна;;;85.14;Образование среднее общее;действующая
0502005147;050201001;1030501264276;"МКОУ ""АЛИХАНМАХИНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛИХАНМАХИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368280, РЕСПУБЛИКА ДАГЕСТАН, Р-Н АКУШИНСКИЙ, С. АЛИХАНМАХИ;368280;РЕСПУБЛИКА ДАГЕСТАН;;С. АЛИХАНМАХИ;;;;;Директор;Сайпутинов Магомед Гаджиалиевич;;;85.14;Образование среднее общее;действующая
0529010592;052901001;1020501587480;"МКОУ ""АЛКАДАРСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛКАДАРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368772, РЕСПУБЛИКА ДАГЕСТАН, Р-Н СУЛЕЙМАН-СТАЛЬСКИЙ, С. АЛКАДАР;368772;РЕСПУБЛИКА ДАГЕСТАН;;С. АЛКАДАР;;;;;Директор;Абукарова Нисри Максимовна;;;85.14;Образование среднее общее;действующая
0515013716;051501001;1080522000240;"МКОУ ""АЛХОДЖАКЕНТСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. ИСМАИЛОВА Ш. И.""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛХОДЖАКЕНТСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. ИСМАИЛОВА Ш. И."" МУНИЦИПАЛЬНОГО РАЙОНА"" КАЯКЕНТСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН";368555, РЕСПУБЛИКА ДАГЕСТАН, Р-Н КАЯКЕНТСКИЙ, С. АЛХАДЖАКЕНТ, УЛ. КОТРОВА, Д. 1;368555;РЕСПУБЛИКА ДАГЕСТАН;;С. АЛХАДЖАКЕНТ;;;;;Директор;Агаев Керим Байрамалиевич;;;85.14;Образование среднее общее;действующая
0502005098;050201001;1020501262990;"МКОУ ""АМЕТЕРКМАХИНСКАЯ СОШ ИМ. ШАРИПОВА Н.А.""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АМЕТЕРКМАХИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ШАРИПОВА НАБИ АРИПОВИЧА""";368290, РЕСПУБЛИКА ДАГЕСТАН, Р-Н АКУШИНСКИЙ, С АМЕТЕРКМАХИ;368290;РЕСПУБЛИКА ДАГЕСТАН;;С АМЕТЕРКМАХИ;;;;;Исполняющий обязанности директора;Абдуллаев Магомед Бахмудович;;;85.14;Образование среднее общее;действующая
0526013186;052601001;1070523000965;"МКОУ ""АМСАРСКАЯ СОШ ИМ.СЕЙРАНОВА С.У.""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АМСАРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ СЕЙРАНОВА САДДАМА УЗЕЙРИЕВИЧА""";368700, РЕСПУБЛИКА ДАГЕСТАН, Р-Н РУТУЛЬСКИЙ, С. АМСАР;368700;РЕСПУБЛИКА ДАГЕСТАН;;С. АМСАР;;;;;Временно исполняющий обязанности директора;Селимов Джабраил Мирзамагомедович;;;85.14;Образование среднее общее;действующая
0536006237;053601001;1020501838257;"МКОУ ""АМУШИНСКАЯ СОШ ИМ. ГАДЖИМУРАДОВА М.Т.""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АМУШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. ГАДЖИМУРАДОВА М.Т.""";368266, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ХУНЗАХСКИЙ, С АМУЩИ БОЛЬШОЕ, УЛ ШКОЛЬНАЯ, ЗД. 6;368266;РЕСПУБЛИКА ДАГЕСТАН;;С АМУЩИ БОЛЬШОЕ;;;;;Директор;Аминов Магомедтагир Алибегович;;;85.14;Образование среднее общее;действующая
0506006208;050601001;1020500684181;"МКОУ ""АНДИЙСКАЯ СОШ №1""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АНДИЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ИМЕНИ ХАЛИДА ШАВРУХАНОВИЧА МУХТАРОВА"" МУНИЦИПАЛЬНОГО РАЙОНА ""БОТЛИХСКИЙ РАЙОН""";368983, РЕСПУБЛИКА ДАГЕСТАН, Р-Н БОТЛИХСКИЙ, С АНДИ, УЛ ШКОЛЬНАЯ, ЗД. 5;368983;РЕСПУБЛИКА ДАГЕСТАН;;С АНДИ;;;;;Ио директора;Болачов Магомед Ибрагимович;;;85.14;Образование среднее общее;действующая
0506006173;050601001;1020500683598;"МКОУ ""АНДИЙСКАЯ СОШ №2""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АНДИЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2 ИМЕНИ МУРТАЗАЛИ РАСУЛОВИЧА КАЗАНАЛИПОВА"" МУНИЦИПАЛЬНОГО РАЙОНА ""БОТЛИХСКИЙ РАЙОН""";368983, РЕСПУБЛИКА ДАГЕСТАН, Р-Н БОТЛИХСКИЙ, С. АНДИ, УЛ. ЦЕНТРАЛЬНАЯ, Д. 69;368983;РЕСПУБЛИКА ДАГЕСТАН;;С. АНДИ;;;;;Директор;Магомедов Умахан Муртазалиевич;;;85.14;Образование среднее общее;действующая
0528008294;052801001;1020501838532;"МКОУ ""АНДЫХСКАЯ СОШ ИМ.М.А.МАГОМЕДОВА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АНДЫХСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ.М.А.МАГОМЕДОВА""";368430, РЕСПУБЛИКА ДАГЕСТАН, М.Р-Н ШАМИЛЬСКИЙ, С.П. СЕЛО АНДЫХ, С. АНДЫХ, УЛ. АНДЫХСКАЯ, ДВЛД. 50;368430;РЕСПУБЛИКА ДАГЕСТАН;;С.П. СЕЛО АНДЫХ;;;;;Директор;Курбанов Сайгидав Магомедгаджиевич;;;85.14;Образование среднее общее;действующая
0507009650;050701001;1070507004072;"МКОУ ""АПШИНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АПШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368209, РЕСПУБЛИКА ДАГЕСТАН, М.Р-Н БУЙНАКСКИЙ, С.П. СЕЛЬСОВЕТ АПШИНСКИЙ, С. АПШИ, УЛ. МАГОМЕДА ГАДЖИЕВА, ЗД. 36А;368209;РЕСПУБЛИКА ДАГЕСТАН;;С.П. СЕЛЬСОВЕТ АПШИНСКИЙ;;;;;Директор;Мухидинова Патимат Мусагаджиевна;;;85.14;Образование среднее общее;действующая
0519002176;051901001;1020501589613;"МКОУ ""АРАБЛЯРСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АРАБЛЯРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368198, РЕСПУБЛИКА ДАГЕСТАН, Р-Н КУРАХСКИЙ, С. АРАБЛЯР;368198;РЕСПУБЛИКА ДАГЕСТАН;;С. АРАБЛЯР;;;;;Директор;Юсупова Саядка Гамзатовна;;;85.14;Образование среднее общее;действующая
0521008827;052101001;1030501262990;"МКОУ ""АРАДА- ЧУГЛИНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АРАДА- ЧУГЛИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368320, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ЛЕВАШИНСКИЙ, С. ОРАДА-ЧУГЛИ, УЛ. ШКОЛЬНАЯ, Д. 30;368320;РЕСПУБЛИКА ДАГЕСТАН;;С. ОРАДА-ЧУГЛИ;;;;;Директор;Магомедов Сааду Магомедович;;;85.14;Образование среднее общее;действующая
0509006485;050901001;1020501742810;"МКОУ ""АРАДИРИХСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АРАДИРИХСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368938, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ГУМБЕТОВСКИЙ, С. СРЕДНИЙ АРАДИРИХ;368938;РЕСПУБЛИКА ДАГЕСТАН;;С. СРЕДНИЙ АРАДИРИХ;;;;;Директор;Омаргаджиев Тайгин Абдулхаликович;;;85.14;Образование среднее общее;действующая
0530007749;053001001;1020501623031;"МКОУ ""АРАКСКАЯ СОШ ИМ. ГЮЛЬМАГОМЕДОВА Г.Г.""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АРАКСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. ГЮЛЬМАГОМЕДОВА Г.Г.""";368660, РЕСПУБЛИКА ДАГЕСТАН, Р-Н ТАБАСАРАНСКИЙ, С. АРАК, УЛ. КОЛЬЦЕВАЯ, Д. 3;368660;РЕСПУБЛИКА ДАГЕСТАН;;С. АРАК;;;;;Директор;Алиахмедов Илхам Сабурович;;;85.14;Образование среднее общее;действующая
0526013210;052601001;1070523000932;"МКОУ ""АРАКУЛЬСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АРАКУЛЬСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";368700, РЕСПУБЛИКА ДАГЕСТАН, М.Р-Н РУТУЛЬСКИЙ, С.П. СЕЛО АРАКУЛ, С. АРАКУЛ, УЛ. АБДУЛЛАЕВА Д.А., ЗД. 94;368700;РЕСПУБЛИКА ДАГЕСТАН;;С.П. СЕЛО АРАКУЛ;;;;;Директор;Курбанов Худаверди Небиевич;;;85.14;Образование среднее общее;действующая
