ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город;Населённый пункт;E-mail;Телефоны;Сайт;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
0251004829;025101001;1020200610638;"МАУ ДО ""ДШИ""";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ"" МУНИЦИПАЛЬНОГО РАЙОНА ШАРАНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Хайруллина Юлия Азгаровна;;;;;
0210003520;021001001;1020200783503;"МАУ ДО ""ДШИ"" МР БЕЛОКАТАЙСКИЙ РАЙОН РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ"" МУНИЦИПАЛЬНОГО РАЙОНА БЕЛОКАТАЙСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Мингажева Гульфира Хуснулловна;;;;;
0217003173;021701001;1020200735136;"МАУ ДО ""ДШИ"" МР БУРАЕВСКИЙ РАЙОН РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ"" МУНИЦИПАЛЬНОГО РАЙОНА БУРАЕВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Шарипов Эдуард Фаритович;;;;;
0225003949;022501001;1020201758070;"МАУ ДО ""ДШИ"" МР ИЛИШЕВСКИЙ РАЙОН РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ"" МУНИЦИПАЛЬНОГО РАЙОНА ИЛИШЕВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Фасхиева Ирина Гилманкаевна;;;;;
0211004371;025601001;1020201624332;"МАУ ДО ""ДШИ"" С. ИНЗЕР";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ ШКОЛА ИСКУССТВ"" С. ИНЗЕР МУНИЦИПАЛЬНОГО РАЙОНА БЕЛОРЕЦКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Кочеткова Марина Александровна;;;;;
0225007809;022501001;1050202275419;"МАУ ДО ""ДЮСШ №2""";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА №2"" МУНИЦИПАЛЬНОГО РАЙОНА ИЛИШЕВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Ялалов Ильсур Маратович;;;;;
0268049680;026801001;1080268003375;"МАУ ДО ""ДЮСШ №2"" Г. СТЕРЛИТАМАК РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА №2"" ГОРОДСКОГО ОКРУГА ГОРОД СТЕРЛИТАМАК РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Живаев Александр Николаевич;;;;;
0256998444;025601001;1190280081958;"МАУ ДО ""СШСБ"" БЕЛОРЕЦКОГО РАЙОНА";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ПО СПОРТИВНОЙ БОРЬБЕ"" МУНИЦИПАЛЬНОГО РАЙОНА БЕЛОРЕЦКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Исполняющий обязанности директора;Жигимонт Анастасия Алексеевна;;;;;
0268090456;026801001;1200200023561;"МАУ ДО ""СШСБ"" Г. СТЕРЛИТАМАК РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ПО СПОРТИВНОЙ БОРЬБЕ"" ГОРОДСКОГО ОКРУГА ГОРОД СТЕРЛИТАМАК РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Каширин Игорь Николаевич;;;;;
0248003166;024801001;1030202118583;МАУ ДО АДШИ;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""АКЪЯРСКАЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ ИМЕНИ ЮМАБАЯ ИСЯНБАЕВА"" МУНИЦИПАЛЬНОГО РАЙОНА ХАЙБУЛЛИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Кульбульдина Лина Забировна;;;;;
0248003159;024801001;1020202035853;МАУ ДО БДШИ;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""БУРИБАЕВСКАЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ"" МУНИЦИПАЛЬНОГО РАЙОНА ХАЙБУЛЛИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Валеева Эльза Халитовна;;;;;
0207003343;020701001;1020200609758;МАУ ДО БДЮСШ;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ БАКАЛИНСКАЯ ДЕТСКАЯ ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА МУНИЦИПАЛЬНОГО РАЙОНА БАКАЛИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;;;Республика Башкортостан;;;;;;;Директор;Алчинов Юрий Меркурьевич;;;;;
0212004046;021201001;1020200679630;МАУ ДО БИЖБУЛЯКСКАЯ ДШИ РБ;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ МУНИЦИПАЛЬНОГО РАЙОНА БИЖБУЛЯКСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;;;Республика Башкортостан;;;;;;;Директор;Бахтиярова Айгуль Римовна;;;;;
0270012688;027001001;1020202279525;МАУ ДО ДМШ № 1 МР УЧАЛИНСКИЙ РАЙОН РБ;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 1 МУНИЦИПАЛЬНОГО РАЙОНА УЧАЛИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;;;Республика Башкортостан;;;;;;;Директор;Фишер Валерий Альбертович;;;;;
0219004503;021901001;1020201254006;МАУ ДО ДШИ;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ МУНИЦИПАЛЬНОГО РАЙОНА ГАФУРИЙСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;;;Республика Башкортостан;;;;;;;Директор;Саттарова Наталия Александровна;;;;;
0273015944;027301001;1020202394046;"МАУ ДО ДШИ ""АТМОСФЕРА"" ГО Г. УФА РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ ""АТМОСФЕРА"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Исангужин Ирек Равилович;;;;;
0260007255;026001001;1020201754143;МАУ ДО ДЮРТЮЛИНСКАЯ ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЮРТЮЛИНСКАЯ ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА МУНИЦИПАЛЬНОГО РАЙОНА ДЮРТЮЛИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;;;Республика Башкортостан;;;;;;;Директор;Баянова Светлана Фаритовна;;;;;
0205007649;020501001;1120242000570;МАУ ДО ДЮСШ;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА АУРГАЗИНСКОГО РАЙОНА;;;Республика Башкортостан;;;;;;;Директор;Юлдашев Антон Хайдарович;;;;;
0221002729;022101001;1020201582928;МАУ ДО ДЮСШ;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА МУНИЦИПАЛЬНОГО РАЙОНА ЕРМЕКЕЕВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН""";;;Республика Башкортостан;;;;;;;Исполняющий обязанности директора;Петрова Ирина Анатолиевна;;;;;
0239003240;023901001;1020200882657;МАУ ДО ДЮСШ;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА МУНИЦИПАЛЬНОГО РАЙОНА НУРИМАНОВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;;;Республика Башкортостан;;;;;;;Директор;Валиев Ильгиз Зинурович;;;;;
0232004767;023201001;1020201045655;МАУ ДО МДШИ ИМ.З. БИИШЕВОЙ;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ МРАКОВСКАЯ ДЕТСКАЯ ШКОЛА ИСКУССТВ ИМ.З. БИИШЕВОЙ МУНИЦИПАЛЬНОГО РАЙОНА КУГАРЧИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН;;;Республика Башкортостан;;;;;;;Директор;Каримова Флорида Закиевна;;;;;
0266010494;026601001;1020201993052;"МАУ ДО СШ ""АЛМАЗ"" Г. САЛАВАТА";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""АЛМАЗ"" ГОРОДСКОГО ОКРУГА ГОРОД САЛАВАТ РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Гусятников Михаил Николаевич;;;;;
0261025183;026101001;1150280059489;"МАУ ДО СШ ""БАТЫР"" МР ИР РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА  ""БАТЫР"" МУНИЦИПАЛЬНОГО РАЙОНА ИШИМБАЙСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Ялиев Руслан Наилевич;;;;;
0254006180;025401001;1020201548180;"МАУ ДО СШ ""БОГАТЫРЬ"" Г.БАЙМАК";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""БОГАТЫРЬ"" ГОРОДА БАЙМАК МУНИЦИПАЛЬНОГО РАЙОНА БАЙМАКСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;И.о. директора;Хамитов Илшат Нурахметович;;;;;
0257005850;025701001;1030201245557;"МАУ ДО СШ ""БУРЕВЕСТНИК"" Г.БИРСКА";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""БУРЕВЕСТНИК"" МУНИЦИПАЛЬНОГО РАЙОНА БИРСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Амиров Роберт Гависович;;;;;
0262003778;026201001;1020201811960;"МАУ ДО СШ ""ВЫМПЕЛ"" Г.О.Г. КУМЕРТАУ РБ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""ВЫМПЕЛ"" ГОРОДСКОГО ОКРУГА ГОРОД КУМЕРТАУ РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Хайретдинов Ринат Ингельевич;;;;;
0263024548;026301001;1170280023011;"МАУ ДО СШ ""ДВОРЕЦ СПОРТА"" МР МЕЛЕУЗОВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""ДВОРЕЦ СПОРТА"" МУНИЦИПАЛЬНОГО РАЙОНА МЕЛЕУЗОВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Корнюшкин Евгений Юрьевич;;;;;
0262031260;026201001;1180280047243;"МАУ ДО СШ ""САПСАН""";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ  СПОРТИВНАЯ ШКОЛА ""САПСАН"" ГОРОДСКОГО ОКРУГА ГОРОД КУМЕРТАУ РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Медведева Ирина Владимировна;;;;;
0233005019;023301001;1040201635286;"МАУ ДО СШ ""СОКОЛ""";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ  ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""СОКОЛ"" МУНИЦИПАЛЬНОГО РАЙОНА КУЮРГАЗИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Александров Александр Владимирович;;;;;
0266026222;026601001;1060266002158;"МАУ ДО СШ ""СПИДВЕЙ"" Г. САЛАВАТА";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ПО ТЕХНИЧЕСКИМ ВИДАМ СПОРТА ""СПИДВЕЙ"" ГОРОДСКОГО ОКРУГА ГОРОД САЛАВАТ РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Казанцев Олег Валерьевич;;;;;
0255015525;025501001;1080255001452;"МАУ ДО СШ ""СТИМУЛ""";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""СТИМУЛ"" МУНИЦИПАЛЬНОГО РАЙОНА БЕЛЕБЕЕВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Набиуллина Алия Васильевна;;;;;
0271010267;027101001;1130280039977;"МАУ ДО СШ ""ЮНОСТЬ"" Г. ЯНАУЛ";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА ""ЮНОСТЬ"" МУНИЦИПАЛЬНОГО РАЙОНА ЯНАУЛЬСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Кашапов Роберт Фоатович;;;;;
0263015590;026301001;1110263000297;"МАУ ДО СШ КСК ""ТУЛПАР"" МР МЕЛЕУЗОВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СПОРТИВНАЯ ШКОЛА КОННОСПОРТИВНЫЙ КОМПЛЕКС ""ТУЛПАР"" МУНИЦИПАЛЬНОГО РАЙОНА МЕЛЕУЗОВСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Кутлумухаметова Зульфия Салаватовна;;;;;
0269012852;026901001;1020202217771;МАУ ДО СШ № 1;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА № 1"" МУНИЦИПАЛЬНОГО РАЙОНА ТУЙМАЗИНСКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Хайруллин Рим Ахмитгалиевич;;;;;
0276043668;027601001;1020202865462;МАУ ДО СШ № 10;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ  ""СПОРТИВНАЯ ШКОЛА № 10"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Ильясов Юнир Искандарович;;;;;
0276000488;027601001;1030204208352;"МАУ ДО СШ № 13 ""АЛИСА""";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА № 13 ""АЛИСА"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Сакаев Айрат Раисович;;;;;
0276120707;027601001;1090280019830;МАУ ДО СШ № 32;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА № 32"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";;;Республика Башкортостан;;;;;;;Директор;Янчиев Илья Иванович;;;;;
